id,temperature_bmp,pressure,temperature_dht,humidity,timestamp
1589,24.22,1000.49,23.2,49,04/03/25 13:46
1590,24.22,1000.48,23.2,49,04/03/25 13:46
1591,24.22,1000.49,23.2,49,04/03/25 13:46
1592,24.22,1000.42,23.2,49,04/03/25 13:46
1593,24.22,1000.47,23.2,49,04/03/25 13:46
1594,24.22,1000.52,23.2,49,04/03/25 13:46
1595,24.22,1000.46,23.2,49,04/03/25 13:46
1596,24.22,1000.45,23.2,49,04/03/25 13:46
1597,24.22,1000.45,23.2,49,04/03/25 13:46
1598,24.22,1000.48,23.2,49,04/03/25 13:46
1599,24.22,1000.47,23.2,49,04/03/25 13:47
1600,24.22,1000.49,23.2,49,04/03/25 13:47
1601,24.21,1000.45,23.2,49,04/03/25 13:47
1602,24.22,1000.46,23.2,49,04/03/25 13:47
1603,24.21,1000.46,23.2,49,04/03/25 13:47
1604,24.21,1000.42,23.2,49,04/03/25 13:47
1605,24.21,1000.42,23.2,49,04/03/25 13:47
1606,24.21,1000.43,23.2,49,04/03/25 13:47
1607,24.21,1000.44,23.2,49,04/03/25 13:47
1608,24.22,1000.43,23.2,49,04/03/25 13:47
1609,24.21,1000.43,23.2,49,04/03/25 13:47
1610,24.22,1000.46,23.2,49,04/03/25 13:47
1611,24.22,1000.44,23.2,49,04/03/25 13:48
1612,24.21,1000.44,23.2,49,04/03/25 13:48
1613,24.22,1000.48,23.2,49,04/03/25 13:48
1614,24.21,1000.45,23.2,49,04/03/25 13:48
1615,24.21,1000.47,23.2,49,04/03/25 13:48
1616,24.22,1000.46,23.2,49,04/03/25 13:48
1617,24.22,1000.45,23.2,49,04/03/25 13:48
1618,24.22,1000.46,23.2,49,04/03/25 13:48
1619,24.22,1000.43,23.2,49,04/03/25 13:48
1620,24.22,1000.4,23.2,49,04/03/25 13:48
1621,24.22,1000.4,23.2,49,04/03/25 13:48
1622,24.22,1000.45,23.2,49,04/03/25 13:48
1623,24.21,1000.43,23.2,49,04/03/25 13:49
1624,24.22,1000.46,23.2,49,04/03/25 13:49
1625,24.22,1000.43,23.2,48,04/03/25 13:49
1626,24.21,1000.43,23.2,48,04/03/25 13:49
1627,24.21,1000.42,23.2,48,04/03/25 13:49
1628,24.21,1000.41,23.2,48,04/03/25 13:49
1629,24.21,1000.41,23.2,48,04/03/25 13:49
1630,24.21,1000.43,23.2,48,04/03/25 13:49
1631,24.21,1000.38,23.2,48,04/03/25 13:49
1632,24.21,1000.43,23.2,49,04/03/25 13:49
1633,24.21,1000.42,23.2,49,04/03/25 13:49
1634,24.2,1000.37,23.2,49,04/03/25 13:49
1635,24.2,1000.38,23.2,49,04/03/25 13:50
1636,24.2,1000.4,23.2,49,04/03/25 13:50
1637,24.21,1000.42,23.2,49,04/03/25 13:50
1638,24.2,1000.41,23.2,49,04/03/25 13:50
1639,24.2,1000.39,23.2,49,04/03/25 13:50
1640,24.2,1000.42,23.2,49,04/03/25 13:50
1641,24.2,1000.43,23.2,49,04/03/25 13:50
1642,24.2,1000.39,23.2,49,04/03/25 13:50
1643,24.2,1000.39,23.2,49,04/03/25 13:50
1644,24.2,1000.42,23.2,49,04/03/25 13:50
1645,24.2,1000.37,23.2,49,04/03/25 13:50
1646,24.2,1000.4,23.2,49,04/03/25 13:51
1647,24.2,1000.39,23.2,49,04/03/25 13:51
1648,24.2,1000.4,23.2,49,04/03/25 13:51
1649,24.2,1000.36,23.2,49,04/03/25 13:51
1650,24.2,1000.35,23.2,49,04/03/25 13:51
1651,24.2,1000.34,23.2,49,04/03/25 13:51
1652,24.21,1000.35,23.2,49,04/03/25 13:51
1653,24.21,1000.39,23.2,49,04/03/25 13:51
1654,24.21,1000.34,23.2,49,04/03/25 13:51
1655,24.21,1000.4,23.2,49,04/03/25 13:51
1656,24.21,1000.39,23.2,49,04/03/25 13:51
1657,24.21,1000.36,23.2,49,04/03/25 13:51
1658,24.21,1000.35,23.2,49,04/03/25 13:52
1659,24.21,1000.34,23.2,49,04/03/25 13:52
1660,24.21,1000.33,23.2,49,04/03/25 13:52
1661,24.21,1000.36,23.2,49,04/03/25 13:52
1662,24.21,1000.34,23.2,49,04/03/25 13:52
1663,24.21,1000.34,23.2,49,04/03/25 13:52
1664,24.21,1000.32,23.2,49,04/03/25 13:52
1665,24.2,1000.33,23.2,49,04/03/25 13:52
1666,24.21,1000.36,23.2,49,04/03/25 13:52
1667,24.21,1000.32,23.2,49,04/03/25 13:52
1668,24.21,1000.33,23.2,49,04/03/25 13:52
1669,24.21,1000.31,23.2,49,04/03/25 13:52
1670,24.21,1000.32,23.2,49,04/03/25 13:53
1671,24.21,1000.34,23.2,49,04/03/25 13:53
1672,24.21,1000.33,23.2,49,04/03/25 13:53
1673,24.21,1000.31,23.2,49,04/03/25 13:53
1674,24.21,1000.31,23.2,49,04/03/25 13:53
1675,24.21,1000.32,23.2,49,04/03/25 13:53
1676,24.21,1000.28,23.2,49,04/03/25 13:53
1677,24.21,1000.31,23.2,49,04/03/25 13:53
1678,24.21,1000.31,23.2,49,04/03/25 13:53
1679,24.22,1000.31,23.2,49,04/03/25 13:53
1680,24.22,1000.34,23.2,49,04/03/25 13:53
1681,24.21,1000.29,23.2,49,04/03/25 13:53
1682,24.21,1000.32,23.2,49,04/03/25 13:54
1683,24.21,1000.29,23.2,49,04/03/25 13:54
1684,24.22,1000.33,23.2,49,04/03/25 13:54
1685,24.21,1000.3,23.2,49,04/03/25 13:54
1686,24.22,1000.26,23.2,49,04/03/25 13:54
1687,24.21,1000.27,23.2,49,04/03/25 13:54
1688,24.21,1000.27,23.2,49,04/03/25 13:54
1689,24.21,1000.3,23.2,49,04/03/25 13:54
1690,24.21,1000.26,23.2,49,04/03/25 13:54
1691,24.21,1000.3,23.2,49,04/03/25 13:54
1692,24.21,1000.29,23.2,49,04/03/25 13:54
1693,24.21,1000.27,23.2,49,04/03/25 13:54
1694,24.22,1000.29,23.2,49,04/03/25 13:55
1695,24.21,1000.34,23.2,49,04/03/25 13:55
1696,24.21,1000.27,23.2,49,04/03/25 13:55
1697,24.21,1000.3,23.2,49,04/03/25 13:55
1698,24.21,1000.25,23.2,49,04/03/25 13:55
1699,24.21,1000.26,23.2,49,04/03/25 13:55
1700,24.21,1000.28,23.2,49,04/03/25 13:55
1701,24.21,1000.27,23.2,49,04/03/25 13:55
1702,24.21,1000.28,23.2,49,04/03/25 13:55
1703,24.21,1000.26,23.2,49,04/03/25 13:55
1704,24.21,1000.3,23.2,49,04/03/25 13:55
1705,24.21,1000.29,23.2,49,04/03/25 13:55
1706,24.21,1000.3,23.2,49,04/03/25 13:56
1707,24.21,1000.28,23.2,49,04/03/25 13:56
1708,24.21,1000.28,23.2,49,04/03/25 13:56
1709,24.21,1000.29,23.2,49,04/03/25 13:56
1710,24.21,1000.27,23.2,49,04/03/25 13:56
1711,24.21,1000.3,23.2,49,04/03/25 13:56
1712,24.21,1000.28,23.2,49,04/03/25 13:56
1713,24.21,1000.28,23.2,49,04/03/25 13:56
1714,24.21,1000.24,23.2,49,04/03/25 13:56
1715,24.21,1000.25,23.2,49,04/03/25 13:56
1716,24.21,1000.27,23.2,49,04/03/25 13:56
1717,24.21,1000.25,23.2,49,04/03/25 13:56
1718,24.21,1000.24,23.2,49,04/03/25 13:57
1719,24.21,1000.28,23.2,49,04/03/25 13:57
1720,24.21,1000.28,23.2,49,04/03/25 13:57
1721,24.21,1000.27,23.2,49,04/03/25 13:57
1722,24.21,1000.27,23.2,49,04/03/25 13:57
1723,24.21,1000.23,23.2,49,04/03/25 13:57
1724,24.21,1000.22,23.2,49,04/03/25 13:57
1725,24.21,1000.28,23.2,49,04/03/25 13:57
1726,24.21,1000.25,23.2,49,04/03/25 13:57
1727,24.21,1000.24,23.2,49,04/03/25 13:57
1728,24.21,1000.26,23.2,49,04/03/25 13:57
1729,24.21,1000.27,23.2,49,04/03/25 13:57
1730,24.21,1000.26,23.2,49,04/03/25 13:58
1731,24.21,1000.24,23.2,49,04/03/25 13:58
1732,24.21,1000.23,23.2,49,04/03/25 13:58
1733,24.21,1000.25,23.2,49,04/03/25 13:58
1734,24.22,1000.2,23.2,49,04/03/25 13:58
1735,24.21,1000.21,23.2,49,04/03/25 13:58
1736,24.21,1000.2,23.2,49,04/03/25 13:58
1737,24.22,1000.2,23.2,49,04/03/25 13:58
1738,24.21,1000.18,23.2,49,04/03/25 13:58
1739,24.21,1000.19,23.2,49,04/03/25 13:58
1740,24.21,1000.18,23.2,49,04/03/25 13:58
1741,24.21,1000.2,23.2,49,04/03/25 13:58
1742,24.22,1000.19,23.2,49,04/03/25 13:59
1743,24.21,1000.22,23.1,49,04/03/25 13:59
1744,24.21,1000.16,23.2,49,04/03/25 13:59
1745,24.21,1000.18,23.1,49,04/03/25 13:59
1746,24.21,1000.2,23.2,49,04/03/25 13:59
1747,24.22,1000.17,23.2,49,04/03/25 13:59
1748,24.21,1000.19,23.2,49,04/03/25 13:59
1749,24.21,1000.19,23.2,49,04/03/25 13:59
1750,24.21,1000.16,23.2,49,04/03/25 13:59
1751,24.21,1000.19,23.2,49,04/03/25 13:59
1752,24.21,1000.17,23.2,49,04/03/25 13:59
1753,24.21,1000.18,23.2,49,04/03/25 13:59
1754,24.21,1000.19,23.2,49,04/03/25 14:00
1755,24.22,1000.17,23.2,49,04/03/25 14:00
1756,24.22,1000.21,23.2,49,04/03/25 14:00
1757,24.22,1000.18,23.2,49,04/03/25 14:00
1758,24.21,1000.11,23.2,49,04/03/25 14:00
1759,24.22,1000.2,23.2,49,04/03/25 14:00
1760,24.22,1000.19,23.2,49,04/03/25 14:00
1761,24.22,1000.21,23.2,49,04/03/25 14:00
1762,24.22,1000.16,23.2,49,04/03/25 14:00
1763,24.21,1000.16,23.2,49,04/03/25 14:00
1764,24.21,1000.18,23.2,49,04/03/25 14:00
1765,24.22,1000.21,23.2,49,04/03/25 14:00
1766,24.22,1000.17,23.2,49,04/03/25 14:01
1767,24.22,1000.18,23.2,49,04/03/25 14:01
1768,24.22,1000.16,23.2,49,04/03/25 14:01
1769,24.22,1000.18,23.2,49,04/03/25 14:01
1770,24.22,1000.18,23.2,49,04/03/25 14:01
1771,24.22,1000.15,23.2,49,04/03/25 14:01
1772,24.22,1000.17,23.2,49,04/03/25 14:01
1773,24.22,1000.2,23.2,49,04/03/25 14:01
1774,24.22,1000.17,23.2,49,04/03/25 14:01
1775,24.23,1000.16,23.2,49,04/03/25 14:01
1776,24.23,1000.15,23.2,49,04/03/25 14:01
1777,24.23,1000.12,23.2,49,04/03/25 14:01
1778,24.23,1000.17,23.2,49,04/03/25 14:02
1779,24.23,1000.16,23.2,49,04/03/25 14:02
1780,24.23,1000.15,23.2,49,04/03/25 14:02
1781,24.24,1000.15,23.2,49,04/03/25 14:02
